tv_symbol,screener_slug,bse_code,isin,name
NSE:BMWVENTLTD,BMWVENTLTD,,INE965W01036,BMW Ventures Limited
NSE:BNAGROCHEM,BNAGROCHEM,,INE00HZ01011,BN Agrochem Limited
NSE:BNALTD,BNALTD,,INE489D01011,B & A Limited
NSE:BODALCHEM,BODALCHEM,,INE338D01028,Bodal Chemicals Limited
NSE:BOHRAIND,BOHRAIND,,INE802W01023,Bohra Industries Limited
NSE:BOMDYEING,BOMDYEING,,INE032A01023,Bombay Dyeing & Mfg Company Limited
NSE:BONLON,BONLON,,INE0B9A01018,Bonlon Industries Limited
NSE:BORANA,BORANA,,INE16SF01016,Borana Weaves Limited
NSE:BOROLTD,BOROLTD,,INE02PY01013,Borosil Limited
NSE:BORORENEW,BORORENEW,,INE666D01022,BOROSIL RENEWABLES LIMITED
NSE:BOROSCI,BOROSCI,,INE02L001032,Borosil Scientific Limited
NSE:BOSCH-HCIL,BOSCH-HCIL,,INE782A01015,BOSCH HOME COMFORT INDIA LIMITED
NSE:BOSCHLTD,BOSCHLTD,,INE323A01026,Bosch Limited
NSE:BPCL,BPCL,,INE029A01011,Bharat Petroleum Corporation Limited
NSE:BPL,BPL,,INE110A01019,BPL Limited
NSE:BRIGADE,BRIGADE,,INE791I01019,Brigade Enterprises Limited
NSE:BRIGHOTEL,BRIGHOTEL,,INE03NU01014,Brigade Hotel Ventures Limited
NSE:BRITANNIA,BRITANNIA,,INE216A01030,Britannia Industries Limited
NSE:BRNL,BRNL,,INE727S01012,Bharat Road Network Limited
NSE:BROOKS,BROOKS,,INE650L01011,Brooks Laboratories Limited
NSE:BSE,BSE,,INE118H01025,BSE Limited
NSE:BSHSL,BSHSL,,INE032Z01020,Bombay Super Hybrid Seeds Limited
NSE:BSL,BSL,,INE594B01012,BSL Limited
NSE:BSOFT,BSOFT,,INE836A01035,BIRLASOFT LIMITED
NSE:BTML,BTML,,INE0EEJ01023,Bodhi Tree Multimedia Limited
NSE:BTTL,BTTL,,INE274K01012,Bhilwara Technical Textiles Limited
NSE:BUILDPRO,BUILDPRO,,INE24OJ01011,Shankara Buildpro Limited
NSE:BUTTERFLY,BUTTERFLY,,INE295F01017,Butterfly Gandhimathi Appliances Limited
NSE:BVCL,BVCL,,INE139I01011,Barak Valley Cements Limited
NSE:BYKE,BYKE,,INE319B01014,The Byke Hospitality Ltd
NSE:CALSOFT,CALSOFT,,INE526B01014,California Software Company Limited
NSE:CAMLINFINE,CAMLINFINE,,INE052I01032,Camlin Fine Sciences Limited
NSE:CAMPUS,CAMPUS,,INE278Y01022,Campus Activewear Limited
NSE:CAMS,CAMS,,INE596I01020,Computer Age Management Services Limited
NSE:CANBK,CANBK,,INE476A01022,Canara Bank
NSE:CANFINHOME,CANFINHOME,,INE477A01020,Can Fin Homes Limited
NSE:CANHLIFE,CANHLIFE,,INE01TY01017,Canara HSBC Life Insurance Company Limited
NSE:CANTABIL,CANTABIL,,INE068L01024,Cantabil Retail India Limited
NSE:CAPACITE,CAPACITE,,INE264T01014,Capacit'e Infraprojects Limited
NSE:CAPILLARY,CAPILLARY,,INE0ILV01024,Capillary Technologies India Limited
NSE:CAPITALSFB,CAPITALSFB,,INE646H01017,Capital Small Finance Bank Limited
NSE:CAPLIPOINT,CAPLIPOINT,,INE475E01026,Caplin Point Laboratories Limited
NSE:CAPTRUST,CAPTRUST,,INE707C01018,Capital Trust Limited
NSE:CARBORUNIV,CARBORUNIV,,INE120A01034,Carborundum Universal Limited
NSE:CARERATING,CARERATING,,INE752H01013,CARE Ratings Limited
NSE:CARRARO,CARRARO,,INE0V7W01012,Carraro India Limited
NSE:CARTRADE,CARTRADE,,INE290S01011,Cartrade Tech Limited
NSE:CARYSIL,CARYSIL,,INE482D01024,CARYSIL LIMITED
NSE:CASTROLIND,CASTROLIND,,INE172A01027,Castrol India Limited
NSE:CCAVENUE,CCAVENUE,,INE483S01020,AvenuesAI Limited
NSE:CCCL,CCCL,,INE429I01024,Consolidated Construction Consortium Limited
NSE:CCHHL,CCHHL,,INE652F01027,Country Club Hospitality & Holidays Limited
NSE:CCL,CCL,,INE421D01022,CCL Products (India) Limited
NSE:CDSL,CDSL,,INE736A01011,Central Depository Services (India) Limited
NSE:CEATLTD,CEATLTD,,INE482A01020,CEAT Limited
NSE:CEIGALL,CEIGALL,,INE0AG901020,Ceigall India Limited
NSE:CEINSYS,CEINSYS,,INE016Q01014,Ceinsys Tech Limited
NSE:CELEBRITY,CELEBRITY,,INE185H01016,Celebrity Fashions Limited
NSE:CELLO,CELLO,,INE0LMW01024,Cello World Limited
NSE:CEMPRO,CEMPRO,,INE686A01026,Cemindia Projects Limited
NSE:CENTENKA,CENTENKA,,INE485A01015,Century Enka Limited
NSE:CENTEXT,CENTEXT,,INE281A01026,Century Extrusions Limited
NSE:CENTRALBK,CENTRALBK,,INE483A01010,Central Bank of India
NSE:CENTRUM,CENTRUM,,INE660C01027,Centrum Capital Limited
NSE:CENTUM,CENTUM,,INE320B01020,Centum Electronics Limited
NSE:CENTURYPLY,CENTURYPLY,,INE348B01021,Century Plyboards (India) Limited
NSE:CERA,CERA,,INE739E01017,Cera Sanitaryware Limited
NSE:CEREBRAINT,CEREBRAINT,,INE345B01019,Cerebra Integrated Technologies Limited
NSE:CESC,CESC,,INE486A01021,CESC Limited
NSE:CEWATER,CEWATER,,INE037Z01029,Concord Enviro Systems Limited
NSE:CGCL,CGCL,,INE180C01042,Capri Global Capital Limited
NSE:CGPOWER,CGPOWER,,INE067A01029,CG Power and Industrial Solutions Limited
NSE:CHALET,CHALET,,INE427F01016,Chalet Hotels Limited
NSE:CHAMBLFERT,CHAMBLFERT,,INE085A01013,Chambal Fertilizers & Chemicals Limited
NSE:CHEMBOND,CHEMBOND,,INE995D01025,Chembond Material Technologies Limited
NSE:CHEMBONDCH,CHEMBONDCH,,INE0TGX01019,Chembond Chemicals Limited
NSE:CHEMCON,CHEMCON,,INE03YM01018,Chemcon Speciality Chemicals Limited
NSE:CHEMFAB,CHEMFAB,,INE783X01023,Chemfab Alkalis Limited
NSE:CHEMPLASTS,CHEMPLASTS,,INE488A01050,Chemplast Sanmar Limited
NSE:CHENNPETRO,CHENNPETRO,,INE178A01016,Chennai Petroleum Corporation Limited
NSE:CHEVIOT,CHEVIOT,,INE974B01016,Cheviot Company Limited
NSE:CHOICEIN,CHOICEIN,,INE102B01014,Choice International Limited
NSE:CHOLAFIN,CHOLAFIN,,INE121A01024,Cholamandalam Investment and Finance Company Limited
NSE:CHOLAHLDNG,CHOLAHLDNG,,INE149A01033,Cholamandalam Financial Holdings Limited
NSE:CIEINDIA,CIEINDIA,,INE536H01010,CIE Automotive India Limited
NSE:CIFL,CIFL,,INE345H01024,Capital India Finance Limited
NSE:CIGNITITEC,CIGNITITEC,,INE675C01017,Cigniti Technologies Limited
NSE:CINELINE,CINELINE,,INE704H01022,Cineline India Limited
NSE:CINEVISTA,CINEVISTA,,INE039B01026,Cinevista Limited
NSE:CIPLA,CIPLA,,INE059A01026,Cipla Limited
NSE:CLEAN,CLEAN,,INE227W01023,Clean Science and Technology Limited
NSE:CLEANMAX,CLEANMAX,,INE647U01026,Clean Max Enviro Energy Solutions Limited
NSE:CLEDUCATE,CLEDUCATE,,INE201M01029,CL Educate Limited
NSE:CLSEL,CLSEL,,INE419D01026,Chaman Lal Setia Exports Limited
NSE:CMPDI,CMPDI,,INE05HV01027,Central Mine Planning & Design Institute Limited
NSE:CMSINFO,CMSINFO,,INE925R01014,CMS Info Systems Limited
NSE:CNL,CNL,,INE985W01018,Creative Newtech Limited
NSE:COALINDIA,COALINDIA,,INE522F01014,Coal India Limited
NSE:COASTCORP,COASTCORP,,INE377E01024,Coastal Corporation Limited
NSE:COCHINSHIP,COCHINSHIP,,INE704P01025,Cochin Shipyard Limited
NSE:COCKERILL,COCKERILL,,INE515A01019,John Cockerill India Limited
NSE:COFFEEDAY,COFFEEDAY,,INE335K01011,Coffee Day Enterprises Limited
NSE:COFORGE,COFORGE,,INE591G01025,Coforge Limited
NSE:COHANCE,COHANCE,,INE03QK01018,Cohance Lifesciences Limited
NSE:COLPAL,COLPAL,,INE259A01022,Colgate Palmolive (India) Limited
NSE:COMFINTE,COMFINTE,,INE819A01049,Comfort Intech Limited
NSE:COMPINFO,COMPINFO,,INE070C01037,Compuage Infocom Limited
NSE:COMPUSOFT,COMPUSOFT,,INE453B01029,Compucom Software Limited
NSE:COMSYN,COMSYN,,INE073V01015,Commercial Syn Bags Limited
NSE:CONCOR,CONCOR,,INE111A01025,Container Corporation of India Limited
NSE:CONCORDBIO,CONCORDBIO,,INE338H01029,Concord Biotech Limited
NSE:CONFIPET,CONFIPET,,INE552D01024,Confidence Petroleum India Limited
NSE:CONSOFINVT,CONSOFINVT,,INE025A01027,Consolidated Finvest & Holdings Limited
NSE:CONTROLPR,CONTROLPR,,INE663B01015,Control Print Limited
NSE:CORALFINAC,CORALFINAC,,INE558D01021,Coral India Finance & Housing Limited
NSE:CORDSCABLE,CORDSCABLE,,INE792I01017,Cords Cable Industries Limited
NSE:COROMANDEL,COROMANDEL,,INE169A01031,Coromandel International Limited
NSE:CORONA,CORONA,,INE02ZQ01018,CORONA Remedies Limited
NSE:COSMOFIRST,COSMOFIRST,,INE757A01017,COSMO FIRST LIMITED
NSE:COUNCODOS,COUNCODOS,,INE695B01025,Country Condo's Limited
NSE:CPCAP,CPCAP,,INE521J01018,CP Capital Limited
NSE:CPEDU,CPEDU,,INE0P6P01016,Career Point Edutech Limited
NSE:CPPLUS,CPPLUS,,INE819V01029,Aditya Infotech Limited
NSE:CRAFTSMAN,CRAFTSMAN,,INE00LO01017,Craftsman Automation Limited
NSE:CRAMC,CRAMC,,INE218I01013,Canara Robeco Asset Management Company Limited
NSE:CREATIVEYE,CREATIVEYE,,INE230B01021,Creative Eye Limited
NSE:CREDITACC,CREDITACC,,INE741K01010,CREDITACCESS GRAMEEN LIMITED
NSE:CREST,CREST,,INE559D01011,Crest Ventures Limited
NSE:CRISIL,CRISIL,,INE007A01025,CRISIL Limited
NSE:CRIZAC,CRIZAC,,INE0S4R01014,Crizac Limited
NSE:CROMPTON,CROMPTON,,INE299U01018,Crompton Greaves Consumer Electricals Limited
NSE:CROWN,CROWN,,INE491V01019,Crown Lifters Limited
NSE:CSBBANK,CSBBANK,,INE679A01013,CSB Bank Limited
NSE:CSLFINANCE,CSLFINANCE,,INE718F01018,CSL Finance Limited
NSE:CTE,CTE,,INE627H01017,Cambridge Technology Enterprises Limited
NSE:CUB,CUB,,INE491A01021,City Union Bank Limited
NSE:CUBEXTUB,CUBEXTUB,,INE144D01012,Cubex Tubings Limited
NSE:CUMMINSIND,CUMMINSIND,,INE298A01020,Cummins India Limited
NSE:CUPID,CUPID,,INE509F01029,Cupid Limited
NSE:CURAA,CURAA,,INE117B01020,Cura Technologies Limited
NSE:CYBERMEDIA,CYBERMEDIA,,INE278G01037,Cyber Media (India) Limited
NSE:CYBERTECH,CYBERTECH,,INE214A01019,Cybertech Systems And Software Limited
NSE:CYIENT,CYIENT,,INE136B01020,Cyient Limited
NSE:CYIENTDLM,CYIENTDLM,,INE055S01018,Cyient DLM Limited
NSE:DABUR,DABUR,,INE016A01026,Dabur India Limited
NSE:DAICHI,DAICHI,,INE928C01010,Dai-Ichi Karkaria Limited
NSE:DALBHARAT,DALBHARAT,,INE00R701025,Dalmia Bharat Limited
NSE:DALMIASUG,DALMIASUG,,INE495A01022,Dalmia Bharat Sugar and Industries Limited
NSE:DAMCAPITAL,DAMCAPITAL,,INE284H01025,Dam Capital Advisors Limited
NSE:DAMODARIND,DAMODARIND,,INE497D01022,Damodar Industries Limited
NSE:DANGEE,DANGEE,,INE688Y01022,Dangee Dums Limited
NSE:DATAMATICS,DATAMATICS,,INE365B01017,Datamatics Global Services Limited
NSE:DATAPATTNS,DATAPATTNS,,INE0IX101010,Data Patterns (India) Limited
NSE:DAVANGERE,DAVANGERE,,INE179G01029,Davangere Sugar Company Limited
NSE:DBCORP,DBCORP,,INE950I01011,D.B.Corp Limited
NSE:DBEIL,DBEIL,,INE0OPA01019,Deepak Builders & Engineers India Limited
NSE:DBL,DBL,,INE917M01012,Dilip Buildcon Limited
NSE:DBOL,DBOL,,INE0I3401014,Dhampur Bio Organics Limited
NSE:DBREALTY,DBREALTY,,INE879I01012,Valor Estate Limited
NSE:DBSTOCKBRO,DBSTOCKBRO,,INE921B01025,DB (International) Stock Brokers Limited
NSE:DCAL,DCAL,,INE385W01011,Dishman Carbogen Amcis Limited
NSE:DCBBANK,DCBBANK,,INE503A01015,DCB Bank Limited
NSE:DCI,DCI,,INE0A1101019,Dc Infotech And Communication Limited
NSE:DCM,DCM,,INE498A01018,DCM  Limited
NSE:DCMFINSERV,DCMFINSERV,,INE891B01012,DCM Financial Services Limited
NSE:DCMNVL,DCMNVL,,INE08KP01019,DCM Nouvelle Limited
NSE:DCMSHRIRAM,DCMSHRIRAM,,INE499A01024,DCM Shriram Limited
NSE:DCMSIL,DCMSIL,,INE0OU201013,DCM Shriram International Limited
NSE:DCMSRIND,DCMSRIND,,INE843D01027,DCM Shriram Industries Limited
NSE:DCW,DCW,,INE500A01029,DCW Limited
NSE:DCXINDIA,DCXINDIA,,INE0KL801015,DCX Systems Limited
NSE:DDEVPLSTIK,DDEVPLSTIK,,INE0HR601026,Ddev Plastiks Industries Limited
NSE:DECCANCE,DECCANCE,,INE583C01021,Deccan Cements Limited
NSE:DECNGOLD,DECNGOLD,,INE945F01025,Deccan Gold Mines Limited
NSE:DEEDEV,DEEDEV,,INE841L01016,DEE Development Engineers Limited
NSE:DEEPAKFERT,DEEPAKFERT,,INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited
NSE:DEEPAKNTR,DEEPAKNTR,,INE288B01029,Deepak Nitrite Limited
NSE:DEEPINDS,DEEPINDS,,INE0FHS01024,Deep Industries Limited
NSE:DELHIVERY,DELHIVERY,,INE148O01028,Delhivery Limited
NSE:DELPHIFX,DELPHIFX,,INE726L01027,DELPHI WORLD MONEY LIMITED
NSE:DELTACORP,DELTACORP,,INE124G01033,Delta Corp Limited
NSE:DELTAMAGNT,DELTAMAGNT,,INE393A01011,Delta Manufacturing Limited
NSE:DEN,DEN,,INE947J01015,Den Networks Limited
NSE:DENORA,DENORA,,INE244A01016,De Nora India Limited
NSE:DENTA,DENTA,,INE0R4L01018,Denta Water and Infra Solutions Limited
NSE:DEVIT,DEVIT,,INE060X01034,Dev Information Technology Limited
NSE:DEVX,DEVX,,INE0VOV01021,Dev Accelerator Limited
NSE:DEVYANI,DEVYANI,,INE872J01023,Devyani International Limited
NSE:DGCONTENT,DGCONTENT,,INE03JI01017,Digicontent Limited
NSE:DHAMPURSUG,DHAMPURSUG,,INE041A01016,Dhampur Sugar Mills Limited
NSE:DHANBANK,DHANBANK,,INE680A01011,Dhanlaxmi Bank Limited
NSE:DHANUKA,DHANUKA,,INE435G01025,Dhanuka Agritech Limited
NSE:DHARMAJ,DHARMAJ,,INE00OQ01016,Dharmaj Crop Guard Limited
NSE:DHRUV,DHRUV,,INE506Z01015,Dhruv Consultancy Services Limited
NSE:DHUNINV,DHUNINV,,INE320L01011,Dhunseri Investments Limited
NSE:DIACABS,DIACABS,,INE989C01038,Diamond Power Infrastructure Limited
NSE:DIAMINESQ,DIAMINESQ,,INE591D01014,Diamines & Chemicals Limited
NSE:DIAMONDYD,DIAMONDYD,,INE393P01035,Prataap Snacks Limited
NSE:DICIND,DICIND,,INE303A01010,DIC India Limited
NSE:DIFFNKG,DIFFNKG,,INE184O01015,Diffusion Engineers Limited
NSE:DIGIDRIVE,DIGIDRIVE,,INE0PSC01024,Digidrive Distributors Limited
NSE:DIGISPICE,DIGISPICE,,INE927C01020,DiGiSPICE Technologies Limited
NSE:DIGITIDE,DIGITIDE,,INE0U4701011,Digitide Solutions Limited
NSE:DIGJAMLMTD,DIGJAMLMTD,,INE731U01028,Digjam Limited
NSE:DISAQ,DISAQ,,INE131C01011,Disa India Limited
NSE:DISHTV,DISHTV,,INE836F01026,Dish TV India Limited
NSE:DIVGIITTS,DIVGIITTS,,INE753U01022,Divgi Torqtransfer Systems Limited
NSE:DIVISLAB,DIVISLAB,,INE361B01024,Divi's Laboratories Limited
NSE:DIXON,DIXON,,INE935N01020,Dixon Technologies (India) Limited
NSE:DJML,DJML,,INE0B1K01014,DJ Mediaprint & Logistics Limited
NSE:DLF,DLF,,INE271C01023,DLF Limited
NSE:DLINKINDIA,DLINKINDIA,,INE250K01012,D-Link (India) Limited
NSE:DMART,DMART,,INE192R01011,Avenue Supermarts Limited
NSE:DMCC,DMCC,,INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED
NSE:DNAMEDIA,DNAMEDIA,,INE016M01021,Diligent Media Corporation Limited
NSE:DODLA,DODLA,,INE021O01019,Dodla Dairy Limited
NSE:DOLATALGO,DOLATALGO,,INE966A01022,Dolat Algotech Limited
NSE:DOLLAR,DOLLAR,,INE325C01035,Dollar Industries Limited
NSE:DOLPHIN,DOLPHIN,,INE920A01037,Dolphin Offshore Enterprises (India) Limited
NSE:DOMS,DOMS,,INE321T01012,DOMS Industries Limited
NSE:DONEAR,DONEAR,,INE668D01028,Donear Industries Limited
NSE:DPABHUSHAN,DPABHUSHAN,,INE266Y01019,D. P. Abhushan Limited
NSE:DPSCLTD,DPSCLTD,,INE360C01024,DPSC Limited
NSE:DPWIRES,DPWIRES,,INE864X01013,D P Wires Limited
NSE:DRAGARWQ,DRAGARWQ,,INE934C01018,Dr Agarwals Eye Hospital Limited
NSE:DRCSYSTEMS,DRCSYSTEMS,,INE03RS01027,DRC Systems India Limited
NSE:DREAMFOLKS,DREAMFOLKS,,INE0JS101016,Dreamfolks Services Limited
NSE:DREDGECORP,DREDGECORP,,INE506A01018,Dredging Corporation of India Limited
NSE:DRREDDY,DRREDDY,,INE089A01031,Dr. Reddy's Laboratories Limited
NSE:DSFCL,DSFCL,,INE0OFM01015,DCM Shriram Fine Chemicals Limited
NSE:DSSL,DSSL,,INE417B01040,Dynacons Systems & Solutions Limited
NSE:DTIL,DTIL,,INE341R01014,Dhunseri Tea & Industries Limited
NSE:DUCON,DUCON,,INE741L01018,Ducon Infratechnologies Limited
NSE:DVL,DVL,,INE477B01010,Dhunseri Ventures Limited
NSE:DWARKESH,DWARKESH,,INE366A01041,Dwarikesh Sugar Industries Limited
NSE:DYCL,DYCL,,INE600Y01019,Dynamic Cables Limited
NSE:DYNAMATECH,DYNAMATECH,,INE221B01012,Dynamatic Technologies Limited
NSE:DYNPRO,DYNPRO,,INE256H01015,Dynemic Products Limited
NSE:E2E,E2E,,INE255Z01019,E2E Networks Limited
NSE:EASEMYTRIP,EASEMYTRIP,,INE07O001026,Easy Trip Planners Limited
NSE:EASTSILK,EASTSILK,,INE962C01035,Eastern Silk Industries Limited
NSE:EBGNG,EBGNG,,INE18JU01028,GNG Electronics Limited
NSE:ECLERX,ECLERX,,INE738I01010,eClerx Services Limited
NSE:ECOSMOBLTY,ECOSMOBLTY,,INE06HJ01020,Ecos (India) Mobility & Hospitality Limited
NSE:EDELWEISS,EDELWEISS,,INE532F01054,Edelweiss Financial Services Limited
NSE:EFCIL,EFCIL,,INE886D01026,EFC (I) Limited
NSE:EFCIL-RE,EFCIL-RE,,INE886D20018,EFC (I) Limited-RE
NSE:EICHERMOT,EICHERMOT,,INE066A01021,Eicher Motors Limited
NSE:EIDPARRY,EIDPARRY,,INE126A01031,EID Parry India Limited
NSE:EIEL,EIEL,,INE0LLY01014,Enviro Infra Engineers Limited
NSE:EIFFL,EIFFL,,INE546V01010,Euro India Fresh Foods Limited
NSE:EIHAHOTELS,EIHAHOTELS,,INE276C01014,EIH Associated Hotels Limited
NSE:EIHOTEL,EIHOTEL,,INE230A01023,EIH Limited
NSE:EIMCOELECO,EIMCOELECO,,INE158B01016,Eimco Elecon (India) Limited
NSE:EKC,EKC,,INE184H01027,Everest Kanto Cylinder Limited
NSE:ELANTAS,ELANTAS,,INE280B01018,Elantas Beck India Limited
NSE:ELCIDIN,ELCIDIN,,INE927X01018,EL CID Investments Limited
NSE:ELDEHSG,ELDEHSG,,INE668G01021,Eldeco Housing And Industries Limited
NSE:ELECON,ELECON,,INE205B01031,Elecon Engineering Company Limited
NSE:ELECTCAST,ELECTCAST,,INE086A01029,Electrosteel Castings Limited
NSE:ELECTHERM,ELECTHERM,,INE822G01016,Electrotherm (India) Limited
NSE:ELGIEQUIP,ELGIEQUIP,,INE285A01027,Elgi Equipments Limited
NSE:ELGIRUBCO,ELGIRUBCO,,INE819L01012,Elgi Rubber Company Limited
NSE:ELIN,ELIN,,INE050401020,Elin Electronics Limited
NSE:ELITECON,ELITECON,,INE669R01026,Elitecon International Limited
NSE:ELLEN,ELLEN,,INE236E01022,Ellenbarrie Industrial Gases Limited
NSE:ELPROINTL,ELPROINTL,,INE579B01039,Elpro International Limited
NSE:EMAMILTD,EMAMILTD,,INE548C01032,Emami Limited
NSE:EMAMIPAP,EMAMIPAP,,INE830C01026,Emami Paper Mills Limited
NSE:EMAMIREAL,EMAMIREAL,,INE778K01012,Emami Realty Limited
NSE:EMBDL,EMBDL,,INE069I01010,Embassy Developments Limited
NSE:EMCURE,EMCURE,,INE168P01015,Emcure Pharmaceuticals Limited
NSE:EMIL,EMIL,,INE02YR01019,Electronics Mart India Limited
NSE:EMKAY,EMKAY,,INE296H01011,Emkay Global Financial Services Limited
NSE:EMMBI,EMMBI,,INE753K01015,Emmbi Industries Limited
NSE:EMMVEE,EMMVEE,,INE1C6T01020,Emmvee Photovoltaic Power Limited
NSE:EMPOWER,EMPOWER,,INE507F01023,Empower India Limited
NSE:EMSLIMITED,EMSLIMITED,,INE0OV601013,EMS Limited
NSE:EMUDHRA,EMUDHRA,,INE01QM01018,eMudhra Limited
NSE:ENDURANCE,ENDURANCE,,INE913H01037,Endurance Technologies Limited
NSE:ENERGYDEV,ENERGYDEV,,INE306C01019,Energy Development Company Limited
NSE:ENGINERSIN,ENGINERSIN,,INE510A01028,Engineers India Limited
NSE:ENIL,ENIL,,INE265F01028,Entertainment Network (India) Limited
NSE:ENRIN,ENRIN,,INE1NPP01017,Siemens Energy India Limited
NSE:ENTERO,ENTERO,,INE010601016,Entero Healthcare Solutions Limited
NSE:EPACK,EPACK,,INE0G5901015,EPACK Durable Limited
NSE:EPACKPEB,EPACKPEB,,INE0MLS01022,EPack Prefab Technologies Limited
NSE:EPIGRAL,EPIGRAL,,INE071N01016,Epigral Limited
NSE:EPL,EPL,,INE255A01020,EPL Limited
NSE:EQUIPPP,EQUIPPP,,INE217G01035,Equippp Social Impact Technologies Limited
NSE:EQUITASBNK,EQUITASBNK,,INE063P01018,Equitas Small Finance Bank Limited
NSE:ERIS,ERIS,,INE406M01024,Eris Lifesciences Limited
NSE:ESABINDIA,ESABINDIA,,INE284A01012,Esab India Limited
NSE:ESAFSFB,ESAFSFB,,INE818W01011,ESAF Small Finance Bank Limited
NSE:ESCORTS,ESCORTS,,INE042A01014,Escorts Kubota Limited
NSE:ESSARSHPNG,ESSARSHPNG,,INE122M01019,Essar Shipping Limited
NSE:ESSENTIA,ESSENTIA,,INE418N01035,Integra Essentia Limited
NSE:ESTER,ESTER,,INE778B01029,Ester Industries Limited
NSE:ETERNAL,ETERNAL,,INE758T01015,ETERNAL LIMITED
NSE:ETHOSLTD,ETHOSLTD,,INE04TZ01018,Ethos Limited
NSE:EUREKAFORB,EUREKAFORB,,INE0KCE01017,Eureka Forbes Limited
NSE:EUROBOND,EUROBOND,,INE505V01016,Euro Panel Products Limited
NSE:EUROPRATIK,EUROPRATIK,,INE198501012,Euro Pratik Sales Limited
NSE:EUROTEXIND,EUROTEXIND,,INE022C01012,Eurotex Industries and Exports Limited
NSE:EVEREADY,EVEREADY,,INE128A01029,Eveready Industries India Limited
NSE:EVERESTIND,EVERESTIND,,INE295A01018,Everest Industries Limited
NSE:EXCELINDUS,EXCELINDUS,,INE369A01029,Excel Industries Limited
NSE:EXCELSOFT,EXCELSOFT,,INE606N01019,Excelsoft Technologies Limited
NSE:EXICOM,EXICOM,,INE777F01014,Exicom Tele-Systems Limited
NSE:EXIDEIND,EXIDEIND,,INE302A01020,Exide Industries Limited
NSE:EXPLEOSOL,EXPLEOSOL,,INE201K01015,Expleo Solutions Limited
NSE:EXXARO,EXXARO,,INE0GFE01026,Exxaro Tiles Limited
NSE:FABTECH,FABTECH,,INE0HF201011,Fabtech Technologies Limited
NSE:FACT,FACT,,INE188A01015,Fertilizers and Chemicals Travancore Limited
NSE:FAIRCHEMOR,FAIRCHEMOR,,INE0DNW01011,Fairchem Organics Limited
NSE:FAZE3Q,FAZE3Q,,INE963C01033,Faze Three Limited
NSE:FCL,FCL,,INE045J01034,Fineotex Chemical Limited
NSE:FCSSOFT,FCSSOFT,,INE512B01022,FCS Software Solutions Limited
NSE:FDC,FDC,,INE258B01022,FDC Limited
NSE:FEDDERSHOL,FEDDERSHOL,,INE417D01020,Fedders Holding Limited
NSE:FEDERALBNK,FEDERALBNK,,INE171A01029,The Federal Bank  Limited
NSE:FEDFINA,FEDFINA,,INE007N01010,Fedbank Financial Services Limited
NSE:FEL,FEL,,INE623B01027,Future Enterprises Limited
NSE:FELDVR,FELDVR,,IN9623B01058,Future Enterprises Limited
NSE:FERMENTA,FERMENTA,,INE225B01021,Fermenta Biotech Limited
NSE:FIBERWEB,FIBERWEB,,INE296C01020,Fiberweb (India) Limited
NSE:FIEMIND,FIEMIND,,INE737H01014,Fiem Industries Limited
NSE:FILATEX,FILATEX,,INE816B01035,Filatex India Limited
NSE:FILATFASH,FILATFASH,,INE185E01021,Filatex Fashions Limited
NSE:FINCABLES,FINCABLES,,INE235A01022,Finolex Cables Limited
NSE:FINEORG,FINEORG,,INE686Y01026,Fine Organic Industries Limited
NSE:FINKURVE,FINKURVE,,INE734I01027,Finkurve Financial Services Limited
NSE:FINOPB,FINOPB,,INE02NC01014,Fino Payments Bank Limited
NSE:FINPIPE,FINPIPE,,INE183A01024,Finolex Industries Limited
NSE:FIRSTCRY,FIRSTCRY,,INE02RE01045,Brainbees Solutions Limited
NSE:FISCHER,FISCHER,,INE771F01041,Fischer Medical Ventures Limited
NSE:FIVESTAR,FIVESTAR,,INE128S01021,Five-Star Business Finance Limited
NSE:FLAIR,FLAIR,,INE00Y201027,Flair Writing Industries Limited
NSE:FLEXITUFF,FLEXITUFF,,INE060J01017,Flexituff Ventures International Limited
NSE:FLFL,FLFL,,INE452O01016,Future Lifestyle Fashions Limited
NSE:FLUOROCHEM,FLUOROCHEM,,INE09N301011,Gujarat Fluorochemicals Limited
NSE:FMGOETZE,FMGOETZE,,INE529A01010,Federal-Mogul Goetze (India) Limited.
NSE:FMNL,FMNL,,INE360L01017,Future Market Networks Limited
NSE:FOCUS,FOCUS,,INE593W01028,Focus Lighting and Fixtures Limited
NSE:FOODSIN,FOODSIN,,INE976E01023,Foods & Inns Limited
NSE:FORCEMOT,FORCEMOT,,INE451A01017,FORCE MOTORS LTD
NSE:FORTIS,FORTIS,,INE061F01013,Fortis Healthcare Limited
NSE:FOSECOIND,FOSECOIND,,INE519A01011,Foseco India Limited
NSE:FRACTAL,FRACTAL,,INE212S01015,Fractal Analytics Limited
NSE:FRONTSP,FRONTSP,,INE572D01014,Frontier Springs Limited
NSE:FSL,FSL,,INE684F01012,Firstsource Solutions Limited
NSE:FUSION,FUSION,,INE139R01012,Fusion Finance Limited
NSE:GABRIEL,GABRIEL,,INE524A01029,Gabriel India Limited
NSE:GAEL,GAEL,,INE036B01030,Gujarat Ambuja Exports Limited
NSE:GAIL,GAIL,,INE129A01019,GAIL (India) Limited
